ath1_probe	FC_27_28_35_36_GSE576	Pvalue_27_28_35_36_down	Pvalue_27_28_35_36_up	FC_29_30_37_38_GSE576	Pvalue_29_30_37_38_down	Pvalue_29_30_37_38_up	FC_31_32_39_40_GSE576	Pvalue_31_32_39_40_down	Pvalue_31_32_39_40_up	FC_33_34_41_42_GSE576	Pvalue_33_34_41_42_down	Pvalue_33_34_41_42_up	ID	Annotation
263939_at	0.0076	0.4766	0.5137	0.0324	0.7079	0.4611	-0.0378	0.3971	0.6638	-0.0322	0.4348	0.7409	AT2G36070	ATTIM44-2 (Arabidopsis thaliana translocase inner membrane subunit 44-2)
263940_at	0.2431	0.96	0.0909	0.1451	0.9033	0.1894	0.1271	0.8621	0.2648	-0.0419	0.3777	0.7049	AT2G35890	CPK25 (calcium-dependent protein kinase 25); calmodulin-dependent protein kinase/ kinase
263941_at	0.02	0.5596	0.4512	-0.1147	0.2731	0.8394	0.0819	0.7936	0.3861	0.1597	0.8731	0.1859	no_match	no_match
263942_at	0.1144	0.6984	0.2857	-0.0012	0.6259	0.5833	0.0244	0.598	0.5299	0.0812	0.7749	0.3973	AT2G35860	FLA16 (FASCICLIN-LIKE ARABINOGALACTAN PROTEIN 16 PRECURSOR)
263943_at	0.0285	0.4322	0.4338	0.1111	0.8566	0.2613	-0.0859	0.2952	0.7904	0.0864	0.781	0.3723	AT2G35800	mitochondrial substrate carrier family protein
263944_at	0.016	0.4865	0.5247	0.0539	0.6856	0.3191	0.0533	0.6914	0.4513	0.1645	0.814	0.1633	AT2G36040	transposable element gene
263945_at	-0.2889	0.0338	0.9462	-0.0181	0.3032	0.3481	-0.0435	0.4436	0.7495	0.0102	0.5545	0.6063	AT2G36030	unknown protein
263946_at	0.0031	0.4261	0.3963	0.2813	0.974	0.0531	0.0251	0.6424	0.5486	-0.0322	0.4088	0.6978	AT2G36000	mitochondrial transcription termination factor-related / mTERF-related
263947_at	0.1964	0.7655	0.1406	0.6816	0.9997	0.0009	0.4233	0.954	0.0102	0.7212	0.9995	0.0006	AT2G35820	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G35810.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69007.1); contains domain G3DSA:2.60.120.480 (G3DSA:2.60.120.480)
263948_at	0.0282	0.448	0.2961	0.0677	0.7058	0.2772	0.1456	0.7671	0.1968	-0.0429	0.3863	0.7271	AT2G35980	YLS9 (YELLOW-LEAF-SPECIFIC GENE 9)
263949_at	0.046	0.6947	0.4962	-0.1381	0.2195	0.877	-0.1093	0.261	0.8765	0.0574	0.6819	0.4521	AT2G36060	MMZ3/UEV1C (MMS ZWEI HOMOLOGE 3); protein binding / ubiquitin-protein ligase
263950_at	0.1095	0.8098	0.2941	-0.0169	0.1624	0.1862	0.4125	0.9965	0.0109	-0.1792	0.1057	0.9408	AT2G36020	HVA22J (HVA22-LIKE PROTEIN J)
263951_at	-0.4066	0.0095	0.9497	-0.167	0.1491	0.8796	-0.4122	0.01	0.9833	-0.5493	0.0019	0.9995	AT2G35960	NHL12 (NDR1/HIN1-like 12)
263952_s_at	0.4356	0.9724	0.0169	-0.1504	0.191	0.8982	-0.08	0.2741	0.7449	-0.0586	0.3543	0.7829	AT2G35830;AT2G35810	[AT2G35830, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G35810.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69007.1)];[AT2G35810, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G35830.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69007.1)]
263953_at	-0.0544	0.4067	0.722	0.0864	0.8028	0.3108	-0.004	0.4979	0.5933	-0.0385	0.4001	0.7403	AT2G36050	ATOFP15/OFP15 (Arabidopsis thaliana ovate family protein 15)
263954_at	0.4168	0.757	0.0251	-0.021	0.5386	0.6145	-0.1289	0.2115	0.8981	0.0076	0.5697	0.6269	AT2G35840	sucrose-phosphatase 1 (SPP1)
263955_at	-0.2351	0.0671	0.9442	-0.0077	0.5643	0.5824	0.0071	0.5924	0.6044	-0.0482	0.3442	0.7151	AT2G36010	E2F3 (E2F TRANSCRIPTION FACTOR-3); transcription factor
263956_at	-0.1296	0.0614	0.3804	-0.4121	0.0095	0.9862	-0.1918	0.0764	0.7448	-0.3671	0.0146	0.9923	AT2G35940	BLH1 (embryo sac development arrest 29); DNA binding / transcription factor
263957_at	0.0321	0.5837	0.5175	-0.1138	0.2851	0.8576	-0.1032	0.2588	0.8398	0.0599	0.7082	0.4475	AT2G35880	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G32330.3); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G32330.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G32330.1); similar to Os06g0606800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001058026.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO44238.1); similar to Os11g0571900 [Oryza sativa (japonica cultivar-group)] (GB:NP_001068122.1); contains InterPro domain Targeting for Xklp2 (InterPro:IPR009675)
263958_at	-0.0257	0.4895	0.7019	-0.2108	0.1014	0.9564	-0.088	0.2982	0.8076	-0.0058	0.4783	0.6067	AT2G36240	binding
263959_at	0.1436	0.8591	0.2518	0.1709	0.9313	0.1541	0.0801	0.7437	0.3484	0.0718	0.7344	0.401	AT2G36210	auxin-responsive family protein
263960_at	-0.0143	0.5058	0.6696	0.1314	0.8891	0.1944	-0.0578	0.3808	0.743	0.0861	0.6897	0.3336	AT2G36200	kinesin motor protein-related
263961_at	0.1422	0.7371	0.2177	0.2183	0.8896	0.0658	0.2747	0.9546	0.0501	0.2869	0.9385	0.048	AT2G36370	ubiquitin-protein ligase
263962_at	0.1419	0.795	0.2357	0.072	0.7977	0.3541	0.0259	0.6441	0.5394	0.2134	0.9418	0.1058	AT2G36350	protein kinase, putative
263963_at	-0.4998	0.0027	0.9989	-0.4977	0.0037	0.9967	-0.6611	0.0005	0.9998	-0.6667	0.0009	0.9995	AT2G36080	DNA-binding protein, putative
263964_at	-0.1529	0.1686	0.9068	0.0775	0.7876	0.3058	-0.1283	0.2132	0.8969	-0.2049	0.0716	0.9024	AT2G12880	zinc knuckle (CCHC-type) family protein
263965_at	-0.0135	0.4841	0.6526	0.0509	0.7604	0.4176	-0.0465	0.2093	0.4741	0.0679	0.5579	0.3051	AT2G12870	transposable element gene
263966_s_at	0.0341	0.6043	0.5165	0.0595	0.6984	0.3264	0.0165	0.5016	0.457	-0.0221	0.3073	0.5105	AT1G36270;AT1G42510;AT3G30790;AT2G13000	[AT1G36270, transposable element gene];[AT1G42510, transposable element gene];[AT3G30790, transposable element gene];[AT2G13000, transposable element gene]
263967_at	-0.054	0.4084	0.7537	-0.1618	0.0985	0.5693	-0.1006	0.2695	0.834	-0.1554	0.1229	0.8972	AT2G12990	transposable element gene
263968_s_at	0.0517	0.5073	0.3784	-0.0784	0.227	0.5499	-0.0228	0.4787	0.6524	-0.1582	0.1234	0.9084	AT5G19015;AT1G42500;AT3G30780;AT2G12980;AT1G36260	[AT5G19015, transposable element gene];[AT1G42500, transposable element gene];[AT3G30780, transposable element gene];[AT2G12980, transposable element gene];[AT1G36260, transposable element gene]
263969_at	-0.1581	0.134	0.8072	-0.3547	0.0177	0.9901	-0.2872	0.0309	0.9857	-0.0013	0.4624	0.5898	no_match	no_match
263970_at	-0.064	0.3752	0.7858	0.1172	0.6861	0.2288	0.2795	0.923	0.0436	0.0996	0.8063	0.3286	AT2G42850	CYP718 (cytochrome P450, family 718); oxygen binding
263971_at	0.2076	0.9247	0.1167	-0.0984	0.3162	0.7992	0.0161	0.6036	0.56	0.3363	0.9905	0.026	AT2G42800	leucine-rich repeat family protein
263972_at	0.3074	0.979	0.0408	-0.0616	0.4272	0.7418	-0.0756	0.3145	0.7723	-0.0362	0.3775	0.6699	AT2G42760	similar to unnamed protein product [Vitis vinifera] (GB:CAO69913.1)
263973_at	0.0774	0.7406	0.3493	0.0339	0.7263	0.4718	0.0882	0.7765	0.3618	0.0681	0.6912	0.4026	AT2G42740	RPL16A (ribosomal protein large subunit 16A); structural constituent of ribosome
263974_at	-0.4024	0.0083	0.9935	-0.1209	0.2616	0.8658	0.1934	0.9166	0.1365	-0.1082	0.1772	0.7662	AT2G42720	F-box family protein
263975_at	-0.1308	0.2189	0.8956	-0.0681	0.3343	0.6138	0.0822	0.7653	0.3733	-0.1609	0.1004	0.7501	AT2G42710	ribosomal protein L1 family protein
263976_at	0.0284	0.5598	0.4622	-0.0774	0.3329	0.6743	-0.0519	0.3917	0.7445	0.099	0.8146	0.3419	AT2G42700	similar to hypothetical protein OsI_034052 [Oryza sativa (indica cultivar-group)] (GB:EAY80093.1); similar to hypothetical protein LOC_Os11g06810 [Oryza sativa (japonica cultivar-group)] (GB:AAX93012.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69888.1); contains InterPro domain Sec1-like protein; (InterPro:IPR001619)
263977_at	-0.8017	0.0	0.9999	-0.6629	0.0006	0.9998	-0.3634	0.0155	0.9844	-0.4032	0.0095	0.9942	AT2G42660	myb family transcription factor
263978_at	0.1969	0.9016	0.1564	-0.0644	0.4207	0.7531	-0.2048	0.0904	0.9632	-0.0083	0.5255	0.6848	AT2G42680	ATMBF1A/MBF1A (MULTIPROTEIN BRIDGING FACTOR 1A); DNA binding / transcription coactivator
263979_at	-0.0445	0.4458	0.7222	0.0324	0.6931	0.4263	0.1217	0.8593	0.2808	0.1026	0.803	0.3246	AT2G42840	PDF1 (PROTODERMAL FACTOR 1)
263980_at	-0.1535	0.1743	0.9185	0.0645	0.7936	0.3897	0.0605	0.7009	0.4096	-0.0165	0.4702	0.6859	AT2G42770	peroxisomal membrane 22 kDa family protein
263981_at	0.2386	0.9325	0.1046	0.1656	0.9258	0.1416	0.183	0.926	0.1486	0.0082	0.4585	0.5289	AT2G42870	HLH1/PAR1 (PHY RAPIDLY REGULATED 1); transcription regulator
263982_at	-0.1305	0.1954	0.7728	-0.1294	0.2433	0.8692	0.2718	0.9704	0.0612	0.0688	0.6818	0.3913	AT2G42860	unknown protein
263983_at	0.1805	0.9011	0.1803	-0.1351	0.2263	0.8628	-0.0271	0.3038	0.476	0.0079	0.5764	0.6363	AT2G42780	similar to unknown [Populus trichocarpa] (GB:ABK92704.1); contains InterPro domain RNA polymerase II transcription factor SIII, subunit A; (InterPro:IPR010684)
263984_at	0.0988	0.6358	0.304	-0.0755	0.3724	0.7637	-0.2648	0.0386	0.9748	0.0898	0.7874	0.3583	AT2G42670	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G58670.2); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G58670.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO48045.1); contains InterPro domain Protein of unknown function DUF1637 (InterPro:IPR012864)
263985_at	0.2564	0.8772	0.0912	0.0067	0.6142	0.5127	-0.1206	0.2292	0.8878	-0.021	0.4351	0.6581	AT2G42750	DNAJ heat shock N-terminal domain-containing protein
263986_at	0.1823	0.9198	0.1597	-0.0525	0.441	0.6666	-0.0081	0.4705	0.5829	0.1677	0.8373	0.1589	AT2G42790	CSY3 (CITRATE SYNTHASE 3); citrate (SI)-synthase
263987_at	-0.1084	0.1114	0.5046	-0.0406	0.3157	0.5401	0.0303	0.6042	0.4872	-0.2073	0.0817	0.9612	AT2G42690	lipase, putative
263988_at	-0.0807	0.337	0.7761	0.0727	0.6315	0.3041	-0.1141	0.2241	0.8488	0.0789	0.6698	0.3358	AT2G42830	SHP2 (SHATTERPROOF 2); transcription factor
263989_at	0.0621	0.6983	0.4529	0.0346	0.6867	0.4393	-0.0486	0.4044	0.7393	-0.069	0.3147	0.8043	AT2G42880	ATMPK20 (Arabidopsis thaliana MAP kinase 20); MAP kinase
263990_at	-0.0251	0.4518	0.6794	-0.0176	0.5204	0.5556	0.1544	0.9069	0.2063	0.016	0.5195	0.5246	AT2G42810	PAPP5/PP5 (PROTEIN PHOSPHATASE 5); phosphoprotein phosphatase/ protein binding / protein serine/threonine phosphatase
263991_at	-0.0617	0.2782	0.6764	0.1419	0.832	0.1642	0.056	0.5187	0.3388	-0.3603	0.0129	0.9955	AT2G13020	transposable element gene
263992_at	-0.2337	0.073	0.9546	-0.1263	0.2418	0.8496	0.0075	0.4683	0.5079	-0.0925	0.2667	0.855	AT2G12920	transposable element gene
263993_at	-0.1088	0.255	0.778	-0.1695	0.1368	0.8076	0.1489	0.8244	0.2024	-0.0371	0.364	0.6215	no_match	no_match
263994_at	0.2222	0.9187	0.1026	0.4439	0.9933	0.0097	0.3267	0.9813	0.0293	0.4863	0.9986	0.0052	AT2G12900	DNA binding / transcription factor
263995_at	0.2641	0.9683	0.0753	0.0515	0.7596	0.402	0.2056	0.9389	0.1236	0.1485	0.874	0.2058	no_match	no_match
263996_at	-0.0212	0.4907	0.6295	0.1047	0.8609	0.2616	0.098	0.7278	0.3064	-0.008	0.5205	0.6762	AT2G22530	transferase
263997_at	-0.2075	0.0784	0.8352	0.1817	0.9146	0.1079	0.1876	0.9281	0.1461	0.2294	0.8991	0.0848	AT2G22520	unknown protein
263998_at	-0.1684	0.131	0.8034	0.0472	0.3964	0.2958	0.1524	0.6385	0.1357	0.0315	0.5995	0.5216	AT2G22510	hydroxyproline-rich glycoprotein family protein
263999_at	0.1135	0.838	0.3169	0.2206	0.8998	0.0883	0.0843	0.7772	0.3568	0.1123	0.8193	0.2943	AT2G22370	similar to unnamed protein product [Vitis vinifera] (GB:CAO61240.1)
264000_at	0.3183	0.8206	0.06	-0.1899	0.1155	0.8823	-0.2814	0.036	0.9665	-0.1693	0.1231	0.9439	AT2G22500	mitochondrial substrate carrier family protein
264001_at	0.216	0.8121	0.125	-0.3218	0.0256	0.9885	-0.3642	0.0102	0.9905	-0.1015	0.1931	0.7686	AT2G22420	peroxidase 17 (PER17) (P17)
264002_at	-0.3085	0.0251	0.8943	0.0104	0.6484	0.5535	-0.3225	0.0222	0.9863	-0.2367	0.0591	0.9682	AT2G22360	DNAJ heat shock family protein
264003_at	0.2395	0.6686	0.0928	0.0322	0.6546	0.4221	-0.0737	0.2604	0.6426	0.1194	0.8138	0.2713	AT2G22475	GEM
264004_at	0.1116	0.8252	0.3249	-0.0867	0.2868	0.6895	0.022	0.617	0.5315	0.1738	0.925	0.1645	AT2G22425	signal peptidase
264005_at	-0.2633	0.0426	0.8915	-0.1397	0.2061	0.8412	0.0321	0.2061	0.206	-0.0563	0.3306	0.7507	AT2G22470	AGP2 (ARABINOGALACTAN-PROTEIN 2)
264006_at	0.1192	0.8075	0.2447	0.0486	0.7502	0.405	0.0043	0.5366	0.5697	-0.0181	0.458	0.655	AT2G22430	ATHB6 (ARABIDOPSIS THALIANA HOMEOBOX PROTEIN 6); transcription factor
264007_at	-0.2286	0.0478	0.7552	0.7774	0.9998	0.0005	0.4118	0.8557	0.0118	-0.3393	0.021	0.973	AT2G21140	ATPRP2 (PROLINE-RICH PROTEIN 2)
264008_at	0.1293	0.8605	0.2726	-0.0024	0.5919	0.5807	-0.0628	0.349	0.7552	-0.0028	0.5342	0.6624	AT2G21120	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G38730.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO64612.1); contains InterPro domain Protein of unknown function DUF803 (InterPro:IPR008521)
264009_at	-0.0492	0.3709	0.6539	-0.0145	0.4011	0.5074	0.0514	0.6528	0.4419	0.1705	0.7956	0.1411	AT2G21110	disease resistance-responsive family protein
264010_at	-0.2314	0.0759	0.9641	-0.0916	0.2888	0.7508	0.0123	0.6189	0.5937	0.0476	0.6377	0.4608	AT2G21100	disease resistance-responsive protein-related / dirigent protein-related
264011_at	-0.0377	0.2955	0.5786	0.1615	0.92	0.1435	-0.5402	0.0011	0.9997	-0.1442	0.1606	0.915	AT2G21090	pentatricopeptide (PPR) repeat-containing protein
264012_at	-0.0878	0.2511	0.6317	0.1741	0.84	0.143	0.1943	0.9375	0.1419	0.1483	0.8295	0.1968	AT2G21080	similar to extracellular ligand-gated ion channel [Arabidopsis thaliana] (TAIR:AT3G20300.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G50630.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO43972.1)
264013_at	0.1069	0.8084	0.2854	-0.0922	0.3271	0.7646	-0.0637	0.2665	0.6273	-0.0571	0.3301	0.7448	AT2G21070	FIO1 (FIONA1)
264014_at	-0.3687	0.0144	0.9439	0.212	0.3834	0.0744	0.2077	0.9484	0.1231	-0.0801	0.2904	0.8267	AT2G21210	auxin-responsive protein, putative
264015_at	0.0235	0.641	0.5449	-0.0284	0.5241	0.6454	0.1469	0.8685	0.2189	0.0221	0.5982	0.5753	no_match	no_match
264016_at	0.077	0.7045	0.3838	0.0906	0.813	0.2719	0.1362	0.6948	0.1786	0.1078	0.8217	0.3144	AT2G21220	auxin-responsive protein, putative
264017_s_at	0.1106	0.7954	0.307	-0.0628	0.406	0.7205	-0.0277	0.4614	0.6845	-0.0682	0.3255	0.8166	AT2G21190;AT4G38790	[AT2G21190, ER lumen protein retaining receptor family protein];[AT4G38790, ER lumen protein retaining receptor family protein]
264018_at	-0.0224	0.5099	0.6892	-0.0038	0.5869	0.5901	0.0407	0.6986	0.5044	-0.0217	0.4607	0.704	AT2G21170	TIM (TRIOSEPHOSPHATE ISOMERASE); triose-phosphate isomerase
264019_at	0.136	0.793	0.1842	0.2322	0.9619	0.0701	-0.1802	0.0833	0.8154	0.5787	0.9991	0.0022	AT2G21130	peptidyl-prolyl cis-trans isomerase / cyclophilin (CYP2) / rotamase
264020_at	0.0616	0.7354	0.4604	0.0145	0.6644	0.5401	0.0262	0.6489	0.5505	-0.0068	0.5155	0.655	AT2G21160	translocon-associated protein alpha (TRAP alpha) family protein
264021_at	-0.2864	0.0407	0.9836	-0.3199	0.0261	0.9914	-0.1872	0.1092	0.9461	-0.2115	0.0759	0.9323	AT2G21200	auxin-responsive protein, putative
264022_at	-0.0486	0.327	0.535	0.0757	0.8123	0.3591	0.1064	0.8363	0.3203	-0.2008	0.0856	0.9216	AT2G21185	unknown protein
264023_at	0.0155	0.4239	0.3211	0.046	0.7201	0.4363	0.086	0.7908	0.3614	0.1284	0.8251	0.2426	AT2G21195	similar to unnamed protein product [Vitis vinifera] (GB:CAO44591.1)
264024_at	-0.2206	0.0716	0.8562	-0.179	0.1116	0.8037	0.1461	0.8616	0.2182	0.1469	0.8762	0.2103	AT2G21180	similar to Os03g0249700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049562.1)
264025_at	-0.1268	0.2175	0.8548	-0.0032	0.5999	0.5446	-0.0593	0.3817	0.756	-0.1236	0.1865	0.8957	AT2G21050	amino acid permease, putative
264026_at	0.3986	0.9935	0.0162	0.1166	0.8322	0.2193	0.2069	0.9311	0.1108	0.3956	0.9938	0.0141	AT2G21060	ATGRP2B (GLYCINE-RICH PROTEIN 2B); nucleic acid binding
264027_at	-0.1573	0.155	0.906	-0.2971	0.0343	0.988	-0.0524	0.4118	0.764	-0.2073	0.0749	0.9632	AT2G03670	CDC48B; ATPase
264028_at	-0.0433	0.4449	0.7475	-0.092	0.3408	0.8077	-0.1828	0.1074	0.9312	0.0048	0.5423	0.616	AT2G03680	SPR1 (SPIRAL1)
264029_at	-0.0239	0.4932	0.6889	0.0442	0.7389	0.4484	-0.0099	0.3593	0.4386	0.0319	0.6056	0.5184	AT2G03720	MRH6 (morphogenesis of root hair 6)
264030_at	-0.0284	0.4963	0.7027	0.0196	0.4295	0.3595	-0.019	0.5199	0.6786	-0.0981	0.2396	0.8584	AT2G03770	sulfotransferase family protein
264031_at	-0.0197	0.2303	0.4212	-0.1886	0.1212	0.9126	-0.0231	0.5056	0.688	-0.0841	0.2912	0.8514	AT2G03780	translin family protein
264032_at	-0.1074	0.2405	0.8388	-0.0501	0.4769	0.713	-0.1535	0.1544	0.9019	-0.0488	0.3755	0.7725	AT2G03800	GEK1 (GEKO1)
264033_at	0.3457	0.9899	0.0287	0.106	0.8349	0.2835	0.1193	0.8562	0.2766	0.0891	0.7911	0.3662	AT2G03580	F-box family protein-related
264034_s_at	-0.0119	0.4905	0.6176	-0.1707	0.1059	0.7454	0.1248	0.7984	0.2552	0.1664	0.9101	0.176	AT2G03590;AT2G03600	[AT2G03590, ATUPS1 (Arabidopsis thaliana ureide permease 1); allantoin uptake transmembrane transporter];[AT2G03600, ATUPS3 (Arabidopsis thaliana ureide permease 3)]
264035_at	0.1674	0.9113	0.1884	0.2581	0.9786	0.058	0.3735	0.9851	0.0189	0.0865	0.7171	0.3394	AT2G03630	similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G74220.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN77667.1)
264036_at	0.2481	0.9265	0.0631	-0.1323	0.208	0.8343	0.1135	0.8477	0.3022	0.3041	0.9794	0.0387	no_match	no_match
264037_at	-0.0816	0.2977	0.773	0.2058	0.8885	0.1175	0.2294	0.9322	0.0932	0.0072	0.4954	0.5544	AT2G03750	sulfotransferase family protein
264038_at	-0.0843	0.3349	0.8281	-0.2506	0.0593	0.9487	-0.2944	0.0277	0.9909	-0.1919	0.093	0.9603	AT2G03690	coenzyme Q biosynthesis Coq4 family protein / ubiquinone biosynthesis Coq4 family protein
264039_at	-0.0759	0.2846	0.6542	-0.1605	0.1601	0.867	0.1285	0.8701	0.258	-0.2625	0.0317	0.8859	AT2G03740	late embryogenesis abundant domain-containing protein / LEA domain-containing protein
264040_at	0.0323	0.6193	0.5334	-0.0056	0.5975	0.5587	-0.047	0.4156	0.7249	0.0213	0.6043	0.5861	AT2G03730	ACR5 (ACT Domain Repeat 5)
264041_at	0.029	0.6027	0.5384	-0.1201	0.2437	0.8368	0.245	0.9165	0.0665	0.8045	0.9999	0.0003	AT2G03710	SEP4 (SEPALLATA4); DNA binding / transcription factor
264042_at	0.0143	0.518	0.5515	-0.0399	0.3553	0.5659	0.3199	0.9753	0.0315	0.2881	0.9732	0.0455	AT2G03760	ST (steroid sulfotransferase); sulfotransferase
264043_at	0.0082	0.4436	0.5179	-0.2032	0.106	0.9362	-0.2288	0.0607	0.9515	-0.3671	0.0117	0.9963	AT2G22490	CYCD2;1 (CYCLIN D2;1); cyclin-dependent protein kinase regulator/ protein binding
264044_at	0.1007	0.7546	0.3353	-0.4294	0.0076	0.9962	-0.2614	0.0441	0.982	-0.23	0.0581	0.9358	AT2G22480	phosphofructokinase family protein
264045_at	0.2013	0.6748	0.0637	0.3119	0.9889	0.0327	0.0296	0.5537	0.4604	0.1778	0.9156	0.1558	AT2G22450	riboflavin biosynthesis protein, putative
264046_at	0.2274	0.9482	0.1129	0.1203	0.8691	0.2456	0.1525	0.8179	0.1929	-0.1925	0.0794	0.7742	AT2G22440	similar to reverse transcriptase, putative / RNA-dependent DNA polymerase, putative [Arabidopsis thaliana] (TAIR:AT4G29090.1); similar to hypothetical protein 27.t00122 [Brassica oleracea] (GB:ABD65056.1)
264047_at	0.4229	0.9952	0.0127	0.4089	0.9957	0.0128	0.1598	0.7998	0.1447	0.4602	0.9949	0.0076	AT2G22410	pentatricopeptide (PPR) repeat-containing protein
264048_at	0.0155	0.6157	0.5942	0.0453	0.7407	0.4076	0.0508	0.7146	0.4627	-0.0808	0.2811	0.8303	AT2G22400	NOL1/NOP2/sun family protein
264049_at	0.4366	0.9862	0.0175	0.014	0.533	0.3772	0.0065	0.5857	0.5909	0.2305	0.9391	0.0868	AT2G22390	pseudogene, putative GTP-binding protein, similar to GTP-binding protein GI:303738 from (Pisum sativum); blastp match of 75% identity and 3.6e-56 P-value to GP|303738|dbj|BAA02110.1||D12542 GTP-binding protein {Pisum sativum}
264050_at	-0.231	0.0733	0.9618	-0.2081	0.0992	0.9318	0.0394	0.5036	0.3961	-0.0479	0.3605	0.7467	AT2G22350	transposable element gene
264051_at	0.4087	0.9767	0.0127	0.1657	0.7736	0.1318	0.2874	0.9152	0.0392	0.4973	0.9988	0.0046	AT2G22340	unknown protein
264052_at	0.7066	0.9997	0.0008	0.1777	0.5417	0.0598	-0.0642	0.1457	0.3374	-0.2454	0.0506	0.9204	AT2G22330	CYP79B3 (cytochrome P450, family 79, subfamily B, polypeptide 3); oxygen binding
264053_at	0.3306	0.9872	0.0336	-0.0889	0.3534	0.8167	-0.1619	0.1375	0.911	-0.0639	0.3445	0.7985	AT2G22560	kinase interacting protein-related
264054_at	0.2131	0.9408	0.1119	-0.2322	0.0751	0.9491	0.0811	0.7709	0.3807	-0.0346	0.4219	0.7317	AT2G22540	SVP (SHORT VEGETATIVE PHASE); transcription factor
264055_at	-0.3	0.0329	0.9746	-0.296	0.0352	0.9859	-0.238	0.0596	0.9672	0.1352	0.7935	0.2137	AT2G28590	protein kinase family protein
264056_at	0.0896	0.7989	0.3715	0.0815	0.8193	0.3205	0.1257	0.8383	0.2645	0.1568	0.8323	0.1753	AT2G28510	Dof-type zinc finger domain-containing protein
264057_at	0.0319	0.4646	0.4111	-0.0305	0.5287	0.6758	-0.075	0.3246	0.7917	-0.3205	0.0236	0.9881	AT2G28550	RAP2.7/TOE1 (TARGET OF EAT1 1); DNA binding / transcription factor
264058_at	-0.0179	0.4052	0.532	-0.2172	0.0931	0.9609	0.1189	0.7433	0.249	0.0429	0.6026	0.4686	AT2G03560	F-box family protein (FBX7)
264059_at	0.252	0.9184	0.0618	0.081	0.8057	0.3065	-0.0131	0.4064	0.5261	0.0192	0.5612	0.5361	AT2G31305	similar to Protein phosphatase inhibitor [Medicago truncatula] (GB:ABN09808.1); contains InterPro domain Protein phosphatase inhibitor (InterPro:IPR011107)
264060_at	-0.0527	0.3931	0.6729	-0.0351	0.5243	0.6823	-0.0322	0.431	0.6708	0.037	0.6185	0.5105	AT2G27980	protein binding / zinc ion binding
264061_at	0.7114	0.9996	0.0008	0.5622	0.9991	0.0022	0.615	0.9998	0.001	0.806	0.9999	0.0002	AT2G27970	CKS2 (CDK-SUBUNIT 2); cyclin-dependent protein kinase
264062_at	0.1674	0.9112	0.193	0.0607	0.7897	0.3934	0.1484	0.8845	0.2063	0.0357	0.6345	0.5131	AT2G27950	similar to protein binding / zinc ion binding [Arabidopsis thaliana] (TAIR:AT5G04460.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO16734.1); contains domain NEURALIZED (PTHR12429)
264063_at	0.2152	0.9469	0.1237	0.0463	0.7206	0.38	0.082	0.6971	0.3201	0.0592	0.694	0.4392	AT2G27900	similar to predicted protein [Physcomitrella patens subsp. patens] (GB:EDQ50820.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO16731.1); similar to hypothetical protein [Ipomoea trifida] (GB:AAS79598.1); contains domain PTHR13258 (PTHR13258)
264064_at	0.0188	0.4687	0.5018	0.1077	0.8365	0.2261	0.0942	0.7991	0.345	-0.1309	0.1453	0.7915	AT2G27900	similar to predicted protein [Physcomitrella patens subsp. patens] (GB:EDQ50820.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO16731.1); similar to hypothetical protein [Ipomoea trifida] (GB:AAS79598.1); contains domain PTHR13258 (PTHR13258)
264065_at	-0.147	0.1541	0.8453	0.2606	0.8839	0.0394	0.1115	0.8412	0.3072	-0.2788	0.0287	0.6839	AT2G27900	similar to predicted protein [Physcomitrella patens subsp. patens] (GB:EDQ50820.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO16731.1); similar to hypothetical protein [Ipomoea trifida] (GB:AAS79598.1); contains domain PTHR13258 (PTHR13258)
264066_at	0.3562	0.9727	0.025	0.2278	0.8799	0.0572	0.2856	0.9677	0.0518	1.0855	1.0	0.0	AT2G27880	argonaute protein, putative / AGO, putative
